startup_name,industry,city,state,funding_amount_usd,funding_round,investors,date
Insurance Plus,Agritech,Visakhapatnam,Andhra Pradesh,21319261880808.27,Growth Stage,"SAIF Partners, Tiger Global, Google Ventures",2017-04-06
AI Research Lab,Foodtech,Chandigarh,Chandigarh,10000000.0,Pre-Series A,Amazon,2017-09-18
FoodDelivery Express,Edtech,Jaipur,Rajasthan,10000000.0,Series D,"Tencent, Tiger Global, Y Combinator",2015-06-03
DeepLearning India,Enterprise Software,Kolkata,West Bengal,10000000.0,Private Equity,"Blume Ventures, Falcon Edge",2015-08-08
BatteryTech,Consumer Services,Gurgaon,Haryana,88936368980092.92,Bridge Round,"Kalaari Capital, Alpha Wave Incubation, 500 Startups",2022-01-09
DeepLearning India,Foodtech,Pune,Maharashtra,10000000.0,Series A,"Tencent, Lightspeed Venture Partners",2024-03-16
BioTech Labs,Healthtech,Coimbatore,Tamil Nadu,10000000.0,Bridge Round,"Lightspeed Venture Partners, Sequoia Capital",2019-02-15
ComplianceTech,Travel & Hospitality,Mumbai,Maharashtra,10000000.0,Series E,"Lightspeed Venture Partners, 500 Startups, DST Global",2022-08-20
GameZone,Consumer Services,Delhi,Delhi,10000000.0,Series E,"Kalaari Capital, Tiger Global",2023-12-13
JobPortal Pro,E-commerce,Noida,Uttar Pradesh,151902435704503.7,Angel,"Blume Ventures, Alpha Wave Incubation",2022-02-16
VirtualAssistant India,Foodtech,Gurgaon,Haryana,10000000.0,Series E,SAIF Partners,2022-11-04
FitTrack,Fashion & Lifestyle,Lucknow,Uttar Pradesh,10000000.0,Series E,"Elevation Capital, Falcon Edge, Blume Ventures",2019-08-24
QuickGrocery,Foodtech,Kolkata,West Bengal,10000000.0,Series D,Y Combinator,2015-10-16
WeddingBells,IoT,Surat,Gujarat,10000000.0,Series A,Nexus Venture Partners,2020-01-06
NFT Marketplace,Gaming,Nagpur,Maharashtra,10000000.0,Bridge Round,"Sequoia Capital, SoftBank Vision Fund",2024-11-01
IdentityVerification,Gaming,Jaipur,Rajasthan,10000000.0,Series C,Lightspeed Venture Partners,2021-10-03
SemiconductorHub,Fintech,Indore,Madhya Pradesh,10000000.0,Bridge Round,"Y Combinator, SAIF Partners, 500 Startups",2021-12-21
CloudServe,Automotive,Surat,Gujarat,10000000.0,Seed,"Kalaari Capital, Accel Partners, Blume Ventures",2019-09-17
ElectroMart,Marketing Tech,Noida,Uttar Pradesh,40195666952270.6,Series E,"Tencent, Nexus Venture Partners, Alpha Wave Incubation",2016-03-06
InvestSmart,Fintech,Kolkata,West Bengal,12690847752971.361,Debt Financing,"SAIF Partners, Falcon Edge, Steadview Capital",2022-09-18
NFT Marketplace,Analytics,Hyderabad,Telangana,5888854482555.098,Series B,"SoftBank Vision Fund, DST Global, Falcon Edge",2022-04-24
DoctorConnect,Biotechnology,Chandigarh,Chandigarh,10000000.0,Series B,"500 Startups, Steadview Capital",2016-09-17
RiskAnalysis Platform,Renewable Energy,Hyderabad,Telangana,303568632987.52124,Series A,"SoftBank Vision Fund, Sequoia Capital",2022-03-18
ComputerVision Co,SaaS,Lucknow,Uttar Pradesh,10000000.0,Angel,"DST Global, Alpha Wave Incubation, Tiger Global",2022-04-09
WeddingBells,SaaS,Kochi,Kerala,10000000.0,Series B,General Catalyst,2022-08-17
PasswordManager,Gaming,Lucknow,Uttar Pradesh,10000000.0,Series A,"Sequoia Capital, Y Combinator, Google Ventures",2015-10-09
PropertyFinder,Automotive,Lucknow,Uttar Pradesh,580580643722.9523,Series A,"Kalaari Capital, Falcon Edge",2021-02-09
HR Tech Solutions,Automotive,Delhi,Delhi,4926162989993.609,Angel,"Alpha Wave Incubation, Elevation Capital, Amazon",2020-07-07
VR Gaming,Agritech,Jaipur,Rajasthan,10000000.0,Series E,Falcon Edge,2015-12-20
WindEnergy Tech,Hardware,Gurgaon,Haryana,1436711588452.5386,Seed,Nexus Venture Partners,2017-03-31
FashionForward,Renewable Energy,Kochi,Kerala,10000000.0,Pre-Series A,"General Catalyst, Alpha Wave Incubation",2018-08-07
BookMyService,IoT,Noida,Uttar Pradesh,10000000.0,Series D,"SoftBank Vision Fund, 500 Startups",2020-02-29
ShopEasy,Logistics,Kochi,Kerala,92367909938773.83,Seed,"Insight Partners, Sequoia Capital",2019-03-15
BookMyService,Foodtech,Lucknow,Uttar Pradesh,3164101620362.1294,Series D,"Naspers, Lightspeed Venture Partners, Elevation Capital",2017-09-05
SalesForce India,Renewable Energy,Jaipur,Rajasthan,10000000.0,Series D,"AngelList India, Google Ventures, Falcon Edge",2017-08-30
RecycleIt,CleanTech,Nagpur,Maharashtra,10000000.0,Private Equity,"Accel Partners, SAIF Partners",2022-05-16
BiometricAuth,SaaS,Bhopal,Madhya Pradesh,10000000.0,Series D,Blume Ventures,2021-01-06
PayTech Solutions,SaaS,Lucknow,Uttar Pradesh,10000000.0,Bridge Round,SoftBank Vision Fund,2018-01-17
CRM Platform,Healthtech,Hyderabad,Telangana,10000000.0,Series A,"Google Ventures, AngelList India",2015-07-18
HomeServices,Foodtech,Jaipur,Rajasthan,10000000.0,Growth Stage,Elevation Capital,2016-10-30
SportsFit,Foodtech,Gurgaon,Haryana,10000000.0,Series D,"Falcon Edge, SAIF Partners",2023-11-15
CodingBootcamp,Analytics,Noida,Uttar Pradesh,55803088336.02453,Series E,"Alibaba, Kalaari Capital, General Catalyst",2019-11-22
EnergyEfficient,Media & Entertainment,Nagpur,Maharashtra,10000000.0,Series A,"Falcon Edge, SAIF Partners",2022-12-12
SmartWatch India,Analytics,Kochi,Kerala,10000000.0,Debt Financing,"Google Ventures, General Catalyst",2017-03-30
HomeServices,E-commerce,Surat,Gujarat,10000000.0,Series E,"Chiratae Ventures, Elevation Capital",2016-03-14
TrainingHub,HR Tech,Pune,Maharashtra,10000000.0,Growth Stage,"Alpha Wave Incubation, Naspers, Kalaari Capital",2017-07-02
PrivacyGuard,Social Media,Indore,Madhya Pradesh,10000000.0,Series A,"Insight Partners, Blume Ventures",2019-11-22
NLP Solutions,Blockchain,Lucknow,Uttar Pradesh,681641781051.0546,Bridge Round,"Alibaba, Y Combinator",2019-05-06
TrainingHub,Edtech,Delhi,Delhi,10000000.0,Series B,"Alpha Wave Incubation, Tencent",2023-01-18
SpeechTech,AI/ML,Gurgaon,Haryana,493348509833.839,Series D,"Matrix Partners, Y Combinator, Lightspeed Venture Partners",2017-10-16
FurnitureWorld,CleanTech,Delhi,Delhi,4057935949628.5425,Series A,"AngelList India, Amazon",2018-02-18
CloudServe,Social Media,Chennai,Tamil Nadu,10000000.0,Series D,"Google Ventures, Blume Ventures",2019-05-12
PayrollEasy,Hardware,Surat,Gujarat,10000000.0,Bridge Round,Google Ventures,2016-02-10
FitTrack,Cybersecurity,Ahmedabad,Gujarat,525340777542.58203,Angel,500 Startups,2017-07-13
DataScience Academy,Logistics,Delhi,Delhi,7447851522797.342,Series B,"Nexus Venture Partners, Lightspeed Venture Partners, Tencent",2018-02-17
FoodDelivery Express,Social Media,Kolkata,West Bengal,22919754911382.402,Series C,"Tiger Global, Elevation Capital",2019-06-15
CloudStorage Pro,Fintech,Nagpur,Maharashtra,10000000.0,Angel,"Google Ventures, Matrix Partners",2022-11-12
QuickGrocery,Automotive,Ahmedabad,Gujarat,10000000.0,Series A,Blume Ventures,2019-03-12
ElectroMart,Hardware,Jaipur,Rajasthan,10000000.0,Series B,"Chiratae Ventures, 500 Startups",2021-06-07
BatteryTech,Edtech,Ahmedabad,Gujarat,10000000.0,Series A,"General Catalyst, Alpha Wave Incubation",2018-09-06
SemiconductorHub,Renewable Energy,Chennai,Tamil Nadu,10000000.0,Angel,"Accel Partners, Lightspeed Venture Partners",2015-02-23
WasteManagement Co,E-commerce,Visakhapatnam,Andhra Pradesh,10000000.0,Pre-Series A,"Matrix Partners, Insight Partners",2019-07-19
CloudServe,IoT,Hyderabad,Telangana,1257263909105.1245,Debt Financing,Tencent,2023-09-07
LoanSimple,Travel & Hospitality,Ahmedabad,Gujarat,8255438658094.218,Pre-Series A,Alibaba,2021-03-20
WearableTech,Gaming,Mumbai,Maharashtra,10000000.0,Series D,"SAIF Partners, Tencent, Lightspeed Venture Partners",2020-08-23
SemiconductorHub,Mobile Apps,Kolkata,West Bengal,20498456448604.203,Series D,"Alpha Wave Incubation, Sequoia Capital, Tiger Global",2015-04-14
RoboticsTech,E-commerce,Ahmedabad,Gujarat,10000000.0,Series B,Elevation Capital,2023-09-24
BookMyService,CleanTech,Surat,Gujarat,10000000.0,Private Equity,"Naspers, Steadview Capital",2024-03-22
FitTrack,Fashion & Lifestyle,Nagpur,Maharashtra,10000000.0,Series D,Elevation Capital,2017-07-08
ComputerVision Co,Logistics,Gurgaon,Haryana,10000000.0,Series B,"Blume Ventures, Lightspeed Venture Partners, SAIF Partners",2020-11-04
AgriTech Innovations,AI/ML,Surat,Gujarat,439700966169.6144,Growth Stage,"Matrix Partners, Lightspeed Venture Partners",2016-06-25
ShopEasy,Hardware,Chennai,Tamil Nadu,10000000.0,Series C,Alpha Wave Incubation,2019-07-11
MarketingAI,Cloud Services,Chandigarh,Chandigarh,10000000.0,Angel,General Catalyst,2019-03-29
FurnitureWorld,Mobile Apps,Nagpur,Maharashtra,10000000.0,Bridge Round,Matrix Partners,2018-09-05
BookMyService,Blockchain,Gurgaon,Haryana,10000000.0,Private Equity,Lightspeed Venture Partners,2022-10-25
InvestSmart,E-commerce,Bhopal,Madhya Pradesh,10000000.0,Angel,"Blume Ventures, Nexus Venture Partners",2023-01-08
FinanceApp,Fashion & Lifestyle,Bhopal,Madhya Pradesh,10000000.0,Private Equity,"500 Startups, Sequoia Capital",2024-05-23
Insurance Plus,Logistics,Jaipur,Rajasthan,389179616732.95984,Private Equity,AngelList India,2017-07-28
VirtualAssistant India,Cloud Services,Bhopal,Madhya Pradesh,68533927262509.6,Series B,SoftBank Vision Fund,2015-07-16
PharmEasy Online,Hardware,Bhopal,Madhya Pradesh,10000000.0,Debt Financing,Kalaari Capital,2021-10-06
BookMyService,Fintech,Bangalore,Karnataka,2322405588707.8877,Series A,Amazon,2016-09-25
RideShare India,Enterprise Software,Mumbai,Maharashtra,10000000.0,Series C,SAIF Partners,2015-10-25
ChatbotBuilder,Social Media,Bangalore,Karnataka,10000000.0,Angel,Alpha Wave Incubation,2018-10-27
DataScience Academy,SaaS,Noida,Uttar Pradesh,10000000.0,Series A,"Techstars, Insight Partners",2019-06-23
SecureComm,,Surat,Gujarat,10000000.0,Growth Stage,"Sequoia Capital, Alibaba, Tiger Global",2019-04-26
CloudServe,CleanTech,Noida,Uttar Pradesh,338836089200.7585,Debt Financing,"Blume Ventures, Alibaba",2023-11-04
IdentityVerification,CleanTech,Coimbatore,Tamil Nadu,10000000.0,Angel,Falcon Edge,2018-04-01
WindEnergy Tech,Media & Entertainment,Nagpur,Maharashtra,10000000.0,Angel,500 Startups,2021-01-12
Insurance Plus,IoT,Jaipur,Rajasthan,10000000.0,Private Equity,Falcon Edge,2020-10-22
ContentCreators Hub,HR Tech,Hyderabad,Telangana,10000000.0,Series A,"DST Global, Blume Ventures, 500 Startups",2022-06-05
BlockchainHub,Social Media,Bangalore,Karnataka,10000000.0,Series D,"Insight Partners, Falcon Edge",2018-04-15
WearableTech,Automotive,Hyderabad,Telangana,10000000.0,Pre-Series A,"General Catalyst, Chiratae Ventures, Nexus Venture Partners",2017-03-24
WeddingBells,Foodtech,Pune,Maharashtra,10000000.0,Debt Financing,"Blume Ventures, Tencent, Naspers",2021-11-13
TravelBuddy,Healthtech,Delhi,Delhi,10000000.0,Growth Stage,"Google Ventures, Elevation Capital",2020-02-06
AI Analytics,SaaS,Indore,Madhya Pradesh,10000000.0,Series D,"Nexus Venture Partners, Techstars, Naspers",2024-03-14
SolarPower Solutions,Healthtech,Hyderabad,Telangana,10000000.0,Series A,"Alibaba, Steadview Capital",2016-02-15
ContentCreators Hub,Blockchain,Nagpur,Maharashtra,10000000.0,Series C,Naspers,2017-02-22
BatteryTech,Healthtech,Bhopal,Madhya Pradesh,10000000.0,Angel,"Sequoia Capital, Techstars, Chiratae Ventures",2024-07-28
ComputerVision Co,SaaS,Chandigarh,Chandigarh,10000000.0,Private Equity,"SAIF Partners, Blume Ventures",2017-12-29
BatteryTech,Mobile Apps,Hyderabad,Telangana,10000000.0,Series D,Tiger Global,2021-03-17
EventPlanner,Renewable Energy,Visakhapatnam,Andhra Pradesh,10000000.0,Series E,"Matrix Partners, Tencent",2024-05-20
IoT Solutions,Analytics,Bhopal,Madhya Pradesh,10000000.0,Pre-Series A,"Google Ventures, Amazon, Techstars",2016-09-20
ComputerVision Co,Enterprise Software,Chandigarh,Chandigarh,10000000.0,Pre-Series A,"Alpha Wave Incubation, Techstars",2024-10-31
VR Gaming,Marketing Tech,Hyderabad,Telangana,10000000.0,Growth Stage,DST Global,2018-02-01
HealthCare Plus,Real Estate,Nagpur,Maharashtra,10000000.0,Debt Financing,"DST Global, Steadview Capital",2023-09-09
HealthCare Plus,Fintech,Bangalore,Karnataka,10000000.0,Series D,Kalaari Capital,2022-08-06
EventPlanner,Marketing Tech,Surat,Gujarat,10000000.0,Growth Stage,"AngelList India, Insight Partners, Amazon",2021-10-31
VirtualAssistant India,Analytics,Noida,Uttar Pradesh,10000000.0,Series D,"Alpha Wave Incubation, Matrix Partners, Elevation Capital",2023-12-15
InvestSmart,Real Estate,Bhopal,Madhya Pradesh,1959357648340.1335,Series E,"Elevation Capital, Kalaari Capital, Alibaba",2015-09-18
FurnitureWorld,Hardware,Indore,Madhya Pradesh,10000000.0,Private Equity,Sequoia Capital,2016-04-07
FraudDetection AI,Automotive,Indore,Madhya Pradesh,10000000.0,Pre-Series A,"Falcon Edge, Elevation Capital, Google Ventures",2021-05-25
PropertyFinder,Analytics,Nagpur,Maharashtra,10000000.0,Series D,"SoftBank Vision Fund, Accel Partners",2015-05-03
ParkingFinder,SaaS,Chandigarh,Chandigarh,10000000.0,Series C,"Tencent, Sequoia Capital, SAIF Partners",2023-03-26
FinanceApp,Biotechnology,Jaipur,Rajasthan,7862286665198.918,Series A,"SAIF Partners, Chiratae Ventures",2015-07-06
WasteManagement Co,Marketing Tech,Surat,Gujarat,10000000.0,Debt Financing,"Sequoia Capital, Y Combinator",2020-01-16
DoctorConnect,Real Estate,Jaipur,Rajasthan,10000000.0,Growth Stage,General Catalyst,2018-07-10
FashionForward,HR Tech,Kochi,Kerala,43978758575139.02,Private Equity,"Elevation Capital, Sequoia Capital",2016-05-06
BeautyBox,Real Estate,Bangalore,Karnataka,16417652893146.77,Bridge Round,SAIF Partners,2023-06-07
DataBackup Solutions,Logistics,Pune,Maharashtra,10000000.0,Series D,"Techstars, Alpha Wave Incubation, Lightspeed Venture Partners",2023-01-27
ElectroMart,Renewable Energy,Delhi,Delhi,25550846909729.703,Angel,"Accel Partners, SoftBank Vision Fund, 500 Startups",2024-06-21
PasswordManager,Foodtech,Nagpur,Maharashtra,10000000.0,Series A,"Lightspeed Venture Partners, Naspers, Y Combinator",2022-05-24
GameZone,Social Media,Surat,Gujarat,5295280586323.176,Angel,Elevation Capital,2018-08-26
Insurance Plus,CleanTech,Kochi,Kerala,10000000.0,Bridge Round,Matrix Partners,2023-09-25
FoodDelivery Express,Edtech,Noida,Uttar Pradesh,10000000.0,Series E,Y Combinator,2015-05-18
FurnitureWorld,Biotechnology,Bhopal,Madhya Pradesh,10000000.0,Pre-Series A,Sequoia Capital,2023-10-10
EnergyEfficient,Social Media,Indore,Madhya Pradesh,10000000.0,Pre-Series A,"Chiratae Ventures, AngelList India, Kalaari Capital",2020-11-12
IoT Solutions,Enterprise Software,Coimbatore,Tamil Nadu,1165941416292.4873,Series D,"Amazon, Y Combinator",2017-08-30
ARGlasses,HR Tech,Bhopal,Madhya Pradesh,136879191151533.17,Seed,"Alpha Wave Incubation, DST Global, Lightspeed Venture Partners",2019-10-08
AudioTech,AI/ML,Delhi,Delhi,120370039957.67673,Series E,Techstars,2017-01-16
FashionForward,SaaS,Pune,Maharashtra,10000000.0,Series A,"AngelList India, Y Combinator, Alpha Wave Incubation",2018-01-02
LegalTech,Logistics,Indore,Madhya Pradesh,10000000.0,Debt Financing,"Google Ventures, AngelList India, 500 Startups",2024-01-21
SolarPower Solutions,Consumer Services,Bangalore,Karnataka,10000000.0,Series C,"General Catalyst, Nexus Venture Partners, Kalaari Capital",2022-09-22
HealthCare Plus,Marketing Tech,Mumbai,Maharashtra,86864105365304.52,Series B,"Accel Partners, General Catalyst, DST Global",2019-11-07
EVCharging Network,HR Tech,Nagpur,Maharashtra,10000000.0,Series D,"Naspers, Steadview Capital",2021-08-26
HR Tech Solutions,AI/ML,Coimbatore,Tamil Nadu,9691085397231.797,Series A,Matrix Partners,2024-05-30
CloudStorage Pro,Consumer Services,Kolkata,West Bengal,7573903766549.485,Bridge Round,Elevation Capital,2017-05-10
ShopEasy,Travel & Hospitality,Lucknow,Uttar Pradesh,10000000.0,Series E,"Alibaba, Techstars",2016-11-14
CloudServe,Consumer Services,Bangalore,Karnataka,4306781562354.7983,Angel,"Alibaba, Chiratae Ventures, General Catalyst",2020-12-27
FitTrack,Fashion & Lifestyle,Indore,Madhya Pradesh,10000000.0,Pre-Series A,"Google Ventures, Insight Partners, 500 Startups",2022-05-22
DroneDelivery,Hardware,Coimbatore,Tamil Nadu,12176321423713.518,Pre-Series A,Techstars,2017-02-15
TrafficManagement,Consumer Services,Pune,Maharashtra,10000000.0,Bridge Round,Tiger Global,2021-07-12
MusicStream,Automotive,Kolkata,West Bengal,10000000.0,Growth Stage,"Lightspeed Venture Partners, Y Combinator, Kalaari Capital",2017-01-24
FinanceApp,Blockchain,Visakhapatnam,Andhra Pradesh,10000000.0,Pre-Series A,"Matrix Partners, Alpha Wave Incubation, Tiger Global",2016-10-25
BioTech Labs,E-commerce,Ahmedabad,Gujarat,901453128155.6241,Series B,"DST Global, Tencent, Falcon Edge",2019-11-02
FraudDetection AI,Cloud Services,Lucknow,Uttar Pradesh,6702062906165.873,Series E,"Naspers, Insight Partners",2015-06-02
VirtualAssistant India,Travel & Hospitality,Nagpur,Maharashtra,10000000.0,Pre-Series A,Amazon,2021-04-02
BlockchainHub,Healthtech,Chennai,Tamil Nadu,10000000.0,Series D,Steadview Capital,2020-12-27
FurnitureWorld,CleanTech,Coimbatore,Tamil Nadu,10000000.0,Debt Financing,Nexus Venture Partners,2024-11-29
SpeechTech,Consumer Services,Delhi,Delhi,10000000.0,Series C,Sequoia Capital,2018-04-11
GameZone,Fashion & Lifestyle,Indore,Madhya Pradesh,5212548042835.878,Private Equity,Google Ventures,2020-10-10
AI Research Lab,Cloud Services,Ahmedabad,Gujarat,10000000.0,Series E,"Amazon, SoftBank Vision Fund, Kalaari Capital",2016-07-04
LoanSimple,Consumer Services,Hyderabad,Telangana,10000000.0,Growth Stage,General Catalyst,2017-09-30
ML Platform,Edtech,Bangalore,Karnataka,10000000.0,Series B,"Accel Partners, Naspers, Chiratae Ventures",2022-11-10
RideShare India,Marketing Tech,Gurgaon,Haryana,10000000.0,Growth Stage,Google Ventures,2017-07-17
HealthCare Plus,Gaming,Nagpur,Maharashtra,10000000.0,Series D,"Insight Partners, Falcon Edge",2023-04-12
NanoTech India,Hardware,Gurgaon,Haryana,10000000.0,Series A,Lightspeed Venture Partners,2015-08-30
BeautyBox,Real Estate,Chandigarh,Chandigarh,10000000.0,Private Equity,"DST Global, Chiratae Ventures, Y Combinator",2023-05-01
SalesForce India,Blockchain,Delhi,Delhi,10000000.0,Series E,"Steadview Capital, AngelList India",2022-05-30
FoodDelivery Express,Renewable Energy,Chennai,Tamil Nadu,10000000.0,Growth Stage,Amazon,2015-12-14
MusicStream,IoT,Chandigarh,Chandigarh,10000000.0,Private Equity,"DST Global, Steadview Capital",2015-04-23
FashionForward,CleanTech,Gurgaon,Haryana,24772209103997.668,Debt Financing,"Elevation Capital, Google Ventures, Tencent",2022-02-04
ML Platform,Fintech,Chandigarh,Chandigarh,14531385204589.42,Private Equity,"Google Ventures, Nexus Venture Partners",2019-11-19
CloudServe,CleanTech,Chandigarh,Chandigarh,10000000.0,Series C,Chiratae Ventures,2021-10-08
QuickGrocery,Foodtech,Kolkata,West Bengal,10000000.0,Series D,"AngelList India, Tiger Global",2022-01-23
EduLearn,Analytics,Indore,Madhya Pradesh,10000000.0,Pre-Series A,Y Combinator,2020-09-11
CloudStorage Pro,AI/ML,Pune,Maharashtra,5822056321494.116,Pre-Series A,"Nexus Venture Partners, AngelList India, Alpha Wave Incubation",2015-05-05
FitTrack,Social Media,Delhi,Delhi,603508655186.157,Series D,"Nexus Venture Partners, Falcon Edge",2020-04-22
DataBackup Solutions,Social Media,Noida,Uttar Pradesh,10000000.0,Series C,"General Catalyst, Techstars",2020-05-28
MarketingAI,E-commerce,Kochi,Kerala,10000000.0,Series B,Sequoia Capital,2019-12-30
EventPlanner,Analytics,Noida,Uttar Pradesh,10000000.0,Private Equity,"Tiger Global, Steadview Capital",2024-08-30
Metaverse India,Cloud Services,Jaipur,Rajasthan,10000000.0,Series E,"Steadview Capital, Alpha Wave Incubation, Falcon Edge",2015-10-19
LegalTech,E-commerce,Kochi,Kerala,10000000.0,Growth Stage,"Matrix Partners, AngelList India",2020-02-17
LoanSimple,Fintech,Ahmedabad,Gujarat,10000000.0,Debt Financing,Alpha Wave Incubation,2018-03-10
SolarPower Solutions,Marketing Tech,Kolkata,West Bengal,10000000.0,Debt Financing,AngelList India,2022-03-09
FurnitureWorld,Marketing Tech,Jaipur,Rajasthan,10000000.0,Seed,Alibaba,2022-03-12
BookMyService,Edtech,Ahmedabad,Gujarat,10000000.0,Debt Financing,Alpha Wave Incubation,2019-01-03
EventPlanner,Travel & Hospitality,Surat,Gujarat,10000000.0,Angel,Elevation Capital,2022-03-29
EduLearn,AI/ML,Nagpur,Maharashtra,10000000.0,Seed,"Alibaba, Lightspeed Venture Partners",2022-09-18
PetCare,Fashion & Lifestyle,Chennai,Tamil Nadu,10000000.0,Series B,Insight Partners,2017-06-19
